,,"      Listado de productos Bioequivalentes, actualizado al 31 de Enero de 2016                ",,,,,
877,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 100 mg,F-15789,LIBRA CHILE S.A.
878,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 25 mg,F-15787,LIBRA CHILE S.A.
879,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 50 mg,F-15788,LIBRA CHILE S.A.
880,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,INMUFEN COMPRIMIDOS RECUBIERTOS 500 mg,F-19749,ASCEND LABORATORIES SpA
881,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,INMUFEN CÁPSULAS 250 mg,F-20109,ASCEND LABORATORIES SpA
882,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-20114,ASCEND LABORATORIES SpA
883,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20388,ASCEND LABORATORIES SpA
884,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,SUPRIMUN COMPRIMIDOS RECUBIERTOS 500 mg,F-15308,ETEX FARMACÉUTICA LTDA.
885,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,SUPRIMUN CÁPSULAS 250 mg,F-15309,ETEX FARMACÉUTICA LTDA.
886,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-18230,LABORATORIO CHILE S.A.
887,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-18229,LABORATORIO CHILE S.A.
888,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-19956,LABORATORIO CHILE S.A.
889,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20137,LABORATORIO CHILE S.A.
890,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LINFONEX COMPRIMIDOS RECUBIERTOS 500 mg,F-13451,LABORATORIOS RECALCINE S.A.
891,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LINFONEX COMPRIMIDOS RECUBIERTOS 250 mg,F-13487,LABORATORIOS RECALCINE S.A.
892,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,PROFIREN 500 COMPRIMIDOS RECUBIERTOS 500 mg,F-17555,LIBRA CHILE S.A.
893,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LAMUCON COMPRIMIDOS RECUBIERTOS 500 mg,F-19321,NOVARTIS CHILE S.A.
894,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LAMUCON CÁPSULAS 250 mg,F-19323,NOVARTIS CHILE S.A.
895,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACROLIMUS CÁPSULAS 5 mg,F-22391,ASCEND LABORATORIES S.p.A.
896,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 1 mg (TACROLIMUS),F-21737,LABORATORIO CHILE S.A.
897,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 5 mg (TACROLIMUS),F-21736,LABORATORIO CHILE S.A.
898,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"TACNI CÁPSULAS 0,5 mg (TACROLIMUS)",F-21738,LABORATORIO CHILE S.A.
899,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,T- INMUN CÁPSULAS 1 mg,F-18949,LABORATORIOS RECALCINE S.A.
900,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 0,5 mg",F-19209,NOVARTIS CHILE S.A.
901,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 5,0 mg",F-19210,NOVARTIS CHILE S.A.
902,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 1,0 mg",F-19410,NOVARTIS CHILE S.A.
903,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACROLIMUS CÁPSULAS  5 mg,F-20487,OPKO CHILE S.A.
904,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider ,METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg,F-3988,LABORATORIO CHILE S.A.
905,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider ,METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg,F-6559,LABORATORIOS ANDRÓMACO S.A.
906,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider ,ITAN COMPRIMIDOS 10 mg,F-1163,LABORATORIOS SAVAL S.A.
907,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 25 mg,F-17987,SYNTHON  CHILE LTDA.
908,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 100 mg,F-17648,SYNTHON  CHILE LTDA.
909,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 25 mg,F-21886,SYNTHON  CHILE LTDA.
910,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 100 mg,F-21887,SYNTHON  CHILE LTDA.
911,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21868,ASCEND LABORATORIES S.p.A.
912,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21869,ASCEND LABORATORIES S.p.A.
913,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-19959,ASCEND LABORATORIES SpA
914,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 200 mg,F-19961,ASCEND LABORATORIES SpA
915,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 300 mg,F-19962,ASCEND LABORATORIES SpA
916,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-19960,ASCEND LABORATORIES SpA
917,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,GOFYL COMPRIMIDOS RECUBIERTOS 25 mg,F-16950,AXON PHARMA S.p.A.
918,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,GOFYL COMPRIMIDOS RECUBIERTOS 200 mg,F-16948,AXON PHARMA SPA.
919,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,GOFYL COMPRIMIDOS RECUBIERTOS 100 mg,F-16949,AXON PHARMA SPA.
920,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETKARE  COMPRIMIDOS RECUBIERTOS 25 mg,F-18293,ETEX FARMACÉUTICA LTDA.
921,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETKARE COMPRIMIDOS RECUBIERTOS 100 mg.,F-18294,ETEX FARMACÉUTICA LTDA.
922,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETKARE COMPRIMIDOS RECUBIERTOS 200 mg,F-18295,ETEX FARMACÉUTICA LTDA.
923,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 50 mg,F-22423,EUROMED CHILE S.A.
924,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,NORSIC COMPRIMIDOS RECUBIERTOS 25 mg (QUETIAPINA),F-21702,LABORATORIOS ANDRÓMACO S.A.
925,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,NORSIC COMPRIMIDOS RECUBIERTOS 100 mg  (QUETIAPINA),F-21703,LABORATORIOS ANDRÓMACO S.A.
926,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21710,LABORATORIOS ANDRÓMACO S.A.
927,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21709,LABORATORIOS ANDRÓMACO S.A.
928,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,NORSIC COMPRIMIDOS RECUBIERTOS 300 mg  (QUETIAPINA),F-21803,LABORATORIOS ANDRÓMACO S.A.
929,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS  25 mg,F-20855,LABORATORIOS EUROMED CHILE S.A.
930,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 25 mg,F-20198,LABORATORIOS SAVAL S.A.
931,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 100 mg,F-20257,LABORATORIOS SAVAL S.A.
932,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 200 mg,F-20256,LABORATORIOS SAVAL S.A.
933,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 300 mg,F-20255,LABORATORIOS SAVAL S.A.
934,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 50 mg,F-20387,LABORATORIOS SAVAL S.A.
935,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS RECUBRIMIENTO DE LIBERACIÓN PROLONGADA 200 mg,F-20389,LABORATORIOS SAVAL S.A.
936,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS DE LIBERACIÓN PROLONGADA 400 mg,F-20391,LABORATORIOS SAVAL S.A.
937,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 300 mg,F-20390,LABORATORIOS SAVAL S.A.
938,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,EUFRENIM COMPRIMIDOS RECUBIERTOS 100 mg,F-19312,NOVARTIS CHILE S.A.
939,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,EUFRENIM COMPRIMIDOS RECUBIERTOS 25 mg,F-19311,NOVARTIS CHILE S.A.
940,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QURAX 25 COMPRIMIDOS RECUBIERTOS 25 mg,F-21979,PHARMA INVESTI DE CHILE S.A.
941,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-22420,SEVEN PHARMA CHILE S.p.A.
942,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-22422,SYNTHON CHILE LTDA.
943,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAZIC COMPRIMIDOS RECUBIERTOS 25 mg,F-15838,TECNOFARMA S.A.
944,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPYL COMPRIMIDOS RECUBIERTOS 2 mg,F-18839,AXON PHARMA SPA.
945,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPYL COMPRIMIDOS RECUBIERTOS 1 mg ,F-18894,AXON PHARMA SPA.
946,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPYL COMPRIMIDOS RECUBIERTOS 3 mg,F-18840,AXON PHARMA SPA.
947,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,SPIRON COMPRIMIDOS RECUBIERTOS 2 mg,F-669,LABORATORIOS ANDRÓMACO S.A.
948,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,SPIRON COMPRIMIDOS RECUBIERTOS 3 mg,F-670,LABORATORIOS ANDRÓMACO S.A.
949,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPERIDONA COMPRIMIDOS RECUBIERTOS 3 mg,F-18014,LABORATORIOS ANDRÓMACO S.A.
950,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,SPIRON COMPRIMIDOS RECUBIERTOS 1 mg,F-668,LABORATORIOS ANDRÓMACO S.A.
951,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPERIDONA COMPRIMIDOS RECUBIERTOS 1 mg,F-18013,LABORATORIOS ANDRÓMACO S.A.
952,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPERIDONA COMPRIMIDOS DE DISOLUCIÓN BUCAL 1 mg,F-20865,LABORATORIOS EUROMED CHILE S.A.
953,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPOLUX COMPRIMIDOS RECUBIERTOS 4 mg,F-19907,NOVARTIS CHILE S.A.
954,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22366,ASCEND LABORATORIES S.p.A.
955,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22368,ASCEND LABORATORIES S.p.A.
956,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22367,ASCEND LABORATORIES S.p.A.
957,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22400,ASCEND LABORATORIES S.p.A.
958,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22401,ASCEND LABORATORIES S.p.A.
959,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22402,ASCEND LABORATORIES S.p.A.
960,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22358,ASCEND LABORATORIES SpA
961,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22359,ASCEND LABORATORIES SpA
962,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-20864,LABORATORIOS EUROMED CHILE S.A.
963,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,F-3932,LABORATORIO CHILE S.A.
964,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,F-18679,OPKO CHILE S.A.
965,Ulceras Gastricas y Reflujo Gastroesofágico,OMEPRAZOL,1.- Losec                      2.-Zocap,1.- Merck                           2.-Novartis,ZOMEPRAL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTERICO 2O mg (OMEPRAZOL),F-21447,LABORATORIO CHILE S.A.
966,Ulceras Gastricas y Reflujo Gastroesofágico,OMEPRAZOL,1.- Losec                      2.-Zocap,1.- Merck                           2.-Novartis,OMEPRAZOL CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO,F-21448,LABORATORIO CHILE S.A.
967,Ulceras Gastricas y Reflujo Gastroesofágico,PANTOPRAZOL,Pantozol,Nycommed Pharma,PANTOCAL COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO  40 mg,F-20679,LABORATORIOS EUROMED CHILE S.A.
