,,"      Listado de productos Bioequivalentes, actualizado al 29 de Febrero de 2016                             ",,,,,
875,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 400 mg,F-22372,PHARMATECH CHILE S.A.
876,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 100 mg,F-22373,PHARMATECH CHILE S.A.
877,Leucemia,IMATINIB,Glivec ,Novartis ,KADIR CÁPSULAS 100 mg,F-20533,SYNTHON  CHILE LTDA.
878,Leucemia,IMATINIB,Glivec ,Novartis ,KADIR COMPRIMIDOS RECUBIERTOS 100 mg,F-20734,SYNTHON  CHILE LTDA.
879,Leucemia,IMATINIB,Glivec ,Novartis ,KADIR COMPRIMIDOS RECUBIERTOS 400 mg,F-20735,SYNTHON  CHILE LTDA.
880,Osteoporosis,ÁCIDO IBANDRÓNICO,Bonviva,Roche ,IBANOX COMPRIMIDOS RECUBIERTOS 150 mg,F-16880,LABORATORIO PASTEUR S.A.
881,Osteoporosis,ÁCIDO IBANDRÓNICO,Bonviva,Roche ,IDENA COMPRIMIDOS RECUBIERTOS 150 mg,F-15993,TECNOFARMA S.A.
882,Parkinson,LEVODOPA+BENSERAZIDA,Madopar,Roche ,MADOZIDE 200/50  COMPRIMIDOS,F-20560,LABORATORIO CHILE S.A
883,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"BIOPSOL COMPRIMIDOS 0,25 mg",F-15028,LABORATORIOS RECALCINE S.A.
884,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS  0,25 mg",F-22013,MEDINOVA FARMA LTDA.
885,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 1 mg,F-22134,MEDINOVA FARMA LTDA.
886,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 0,25 mg",F-18500,OPKO CHILE S.A.
887,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS  1 mg,F-18501,OPKO CHILE S.A.
888,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"MUVEND  COMPRIMIDOS  0,25 mg",F-17685,SYNTHON  CHILE LTDA.
889,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"MUVEND COMPRIMIDOS 1,0 mg",F-17686,SYNTHON  CHILE LTDA.
890,Parkinson,RASAGILINA,Agilet,Laboratorio Chile,RANGAR COMPRIMIDOS 1 mg,F-20219,ASCEND LABORATORIES SpA
891,Parkinson,RASAGILINA,Agilet,Laboratorio Chile,PARZET COMPRIMIDOS 1 mg,F-21289,SYNTHON  CHILE LTDA.
892,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 10 mg,F-9711,LABORATORIO BAGÓ DE CHILE S.A.
893,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 5 mg,F-13568,LABORATORIO BAGÓ DE CHILE S.A.
894,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,CICLOBENZAPRINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-14687,LABORATORIO CHILE S.A
895,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS  10 mg,F-19589,LABORATORIOS EUROMED CHILE S.A.
896,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS 5 mg,F-20019,LABORATORIOS EUROMED CHILE S.A.
897,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 5 mg,F-15381,LABORATORIOS RECALCINE S.A.
898,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 10 mg,F-11070,LABORATORIOS RECALCINE S.A.
899,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 10 mg.,F-12150,MINTLAB  CO. S.A.
900,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 5 mg.,F-17911,MINTLAB Co. S.A.
901,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL CÁPSULAS BLANDAS 100 mg,F-14878,LABORATORIO CHILE S.A.
902,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL CÁPSULAS BLANDAS 25 mg,F-14876,LABORATORIO CHILE S.A.
903,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL CÁPSULAS BLANDAS 50 mg,F-14877,LABORATORIO CHILE S.A.
904,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL SOLUCIÓN ORAL 100 mg/mL,F-14875,LABORATORIO CHILE S.A.
905,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 100 mg,F-15789,LIBRA CHILE S.A.
906,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 25 mg,F-15787,LIBRA CHILE S.A.
907,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 50 mg,F-15788,LIBRA CHILE S.A.
908,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,INMUFEN COMPRIMIDOS RECUBIERTOS 500 mg,F-19749,ASCEND LABORATORIES SpA
909,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,INMUFEN CÁPSULAS 250 mg,F-20109,ASCEND LABORATORIES SpA
910,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-20114,ASCEND LABORATORIES SpA
911,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20388,ASCEND LABORATORIES SpA
912,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,SUPRIMUN COMPRIMIDOS RECUBIERTOS 500 mg,F-15308,ETEX FARMACÉUTICA LTDA.
913,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,SUPRIMUN CÁPSULAS 250 mg,F-15309,ETEX FARMACÉUTICA LTDA.
914,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-18230,LABORATORIO CHILE S.A.
915,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-18229,LABORATORIO CHILE S.A.
916,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-19956,LABORATORIO CHILE S.A.
917,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20137,LABORATORIO CHILE S.A.
918,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LINFONEX COMPRIMIDOS RECUBIERTOS 500 mg,F-13451,LABORATORIOS RECALCINE S.A.
919,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LINFONEX COMPRIMIDOS RECUBIERTOS 250 mg,F-13487,LABORATORIOS RECALCINE S.A.
920,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,PROFIREN 500 COMPRIMIDOS RECUBIERTOS 500 mg,F-17555,LIBRA CHILE S.A.
921,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LAMUCON COMPRIMIDOS RECUBIERTOS 500 mg,F-19321,NOVARTIS CHILE S.A.
922,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche ,LAMUCON CÁPSULAS 250 mg,F-19323,NOVARTIS CHILE S.A.
923,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACROLIMUS CÁPSULAS 5 mg,F-22391,ASCEND LABORATORIES S.p.A.
924,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 1 mg (TACROLIMUS),F-21737,LABORATORIO CHILE S.A.
925,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 5 mg (TACROLIMUS),F-21736,LABORATORIO CHILE S.A.
926,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"TACNI CÁPSULAS 0,5 mg (TACROLIMUS)",F-21738,LABORATORIO CHILE S.A.
927,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,T- INMUN CÁPSULAS 1 mg,F-18949,LABORATORIOS RECALCINE S.A.
928,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 0,5 mg",F-19209,NOVARTIS CHILE S.A.
929,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 5,0 mg",F-19210,NOVARTIS CHILE S.A.
930,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 1,0 mg",F-19410,NOVARTIS CHILE S.A.
931,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACROLIMUS CÁPSULAS  5 mg,F-20487,OPKO CHILE S.A.
932,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider ,METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg,F-3988,LABORATORIO CHILE S.A.
933,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider ,METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg,F-6559,LABORATORIOS ANDRÓMACO S.A.
934,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider ,ITAN COMPRIMIDOS 10 mg,F-1163,LABORATORIOS SAVAL S.A.
935,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 25 mg,F-17987,SYNTHON  CHILE LTDA.
936,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 100 mg,F-17648,SYNTHON  CHILE LTDA.
937,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 25 mg,F-21886,SYNTHON  CHILE LTDA.
938,Trastornos mentales,CLOZAPINA,Leponex ,Novartis ,LODUX COMPRIMIDOS 100 mg,F-21887,SYNTHON  CHILE LTDA.
939,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21868,ASCEND LABORATORIES S.p.A.
940,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21869,ASCEND LABORATORIES S.p.A.
941,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-19959,ASCEND LABORATORIES SpA
942,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 200 mg,F-19961,ASCEND LABORATORIES SpA
943,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 300 mg,F-19962,ASCEND LABORATORIES SpA
944,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-19960,ASCEND LABORATORIES SpA
945,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,GOFYL COMPRIMIDOS RECUBIERTOS 25 mg,F-16950,AXON PHARMA S.p.A.
946,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,GOFYL COMPRIMIDOS RECUBIERTOS 200 mg,F-16948,AXON PHARMA SPA.
947,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,GOFYL COMPRIMIDOS RECUBIERTOS 100 mg,F-16949,AXON PHARMA SPA.
948,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETKARE  COMPRIMIDOS RECUBIERTOS 25 mg,F-18293,ETEX FARMACÉUTICA LTDA.
949,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETKARE COMPRIMIDOS RECUBIERTOS 100 mg.,F-18294,ETEX FARMACÉUTICA LTDA.
950,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETKARE COMPRIMIDOS RECUBIERTOS 200 mg,F-18295,ETEX FARMACÉUTICA LTDA.
951,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 50 mg,F-22423,EUROMED CHILE S.A.
952,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,NORSIC COMPRIMIDOS RECUBIERTOS 25 mg (QUETIAPINA),F-21702,LABORATORIOS ANDRÓMACO S.A.
953,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,NORSIC COMPRIMIDOS RECUBIERTOS 100 mg  (QUETIAPINA),F-21703,LABORATORIOS ANDRÓMACO S.A.
954,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21710,LABORATORIOS ANDRÓMACO S.A.
955,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21709,LABORATORIOS ANDRÓMACO S.A.
956,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,NORSIC COMPRIMIDOS RECUBIERTOS 300 mg  (QUETIAPINA),F-21803,LABORATORIOS ANDRÓMACO S.A.
957,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS  25 mg,F-20855,LABORATORIOS EUROMED CHILE S.A.
958,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 25 mg,F-20198,LABORATORIOS SAVAL S.A.
959,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 100 mg,F-20257,LABORATORIOS SAVAL S.A.
960,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 200 mg,F-20256,LABORATORIOS SAVAL S.A.
961,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM COMPRIMIDOS RECUBIERTOS 300 mg,F-20255,LABORATORIOS SAVAL S.A.
962,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 50 mg,F-20387,LABORATORIOS SAVAL S.A.
963,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS RECUBRIMIENTO DE LIBERACIÓN PROLONGADA 200 mg,F-20389,LABORATORIOS SAVAL S.A.
964,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS DE LIBERACIÓN PROLONGADA 400 mg,F-20391,LABORATORIOS SAVAL S.A.
965,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 300 mg,F-20390,LABORATORIOS SAVAL S.A.
966,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,EUFRENIM COMPRIMIDOS RECUBIERTOS 100 mg,F-19312,NOVARTIS CHILE S.A.
967,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,EUFRENIM COMPRIMIDOS RECUBIERTOS 25 mg,F-19311,NOVARTIS CHILE S.A.
968,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QURAX 25 COMPRIMIDOS RECUBIERTOS 25 mg,F-21979,PHARMA INVESTI DE CHILE S.A.
969,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-22420,SEVEN PHARMA CHILE S.p.A.
970,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-22422,SYNTHON CHILE LTDA.
971,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca ,QUETIAZIC COMPRIMIDOS RECUBIERTOS 25 mg,F-15838,TECNOFARMA S.A.
972,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPYL COMPRIMIDOS RECUBIERTOS 2 mg,F-18839,AXON PHARMA SPA.
973,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPYL COMPRIMIDOS RECUBIERTOS 1 mg ,F-18894,AXON PHARMA SPA.
974,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPYL COMPRIMIDOS RECUBIERTOS 3 mg,F-18840,AXON PHARMA SPA.
975,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,SPIRON COMPRIMIDOS RECUBIERTOS 2 mg,F-669,LABORATORIOS ANDRÓMACO S.A.
976,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,SPIRON COMPRIMIDOS RECUBIERTOS 3 mg,F-670,LABORATORIOS ANDRÓMACO S.A.
977,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPERIDONA COMPRIMIDOS RECUBIERTOS 3 mg,F-18014,LABORATORIOS ANDRÓMACO S.A.
978,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,SPIRON COMPRIMIDOS RECUBIERTOS 1 mg,F-668,LABORATORIOS ANDRÓMACO S.A.
979,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPERIDONA COMPRIMIDOS RECUBIERTOS 1 mg,F-18013,LABORATORIOS ANDRÓMACO S.A.
980,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPERIDONA COMPRIMIDOS DE DISOLUCIÓN BUCAL 1 mg,F-20865,LABORATORIOS EUROMED CHILE S.A.
981,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson ,RISPOLUX COMPRIMIDOS RECUBIERTOS 4 mg,F-19907,NOVARTIS CHILE S.A.
982,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22366,ASCEND LABORATORIES S.p.A.
983,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22368,ASCEND LABORATORIES S.p.A.
984,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22367,ASCEND LABORATORIES S.p.A.
985,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22400,ASCEND LABORATORIES S.p.A.
986,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22401,ASCEND LABORATORIES S.p.A.
987,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22402,ASCEND LABORATORIES S.p.A.
988,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22358,ASCEND LABORATORIES SpA
989,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22359,ASCEND LABORATORIES SpA
990,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca ,ESOMEPRAZOL COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-20864,LABORATORIOS EUROMED CHILE S.A.
991,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,F-3932,LABORATORIO CHILE S.A.
992,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 20 mg,F-3931,LABORATORIO CHILE S.A.
993,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,F-18679,OPKO CHILE S.A.
994,Ulceras Gastricas y Reflujo Gastroesofágico,OMEPRAZOL,1.- Losec                      2.-Zocap,1.- Merck                           2.-Novartis,ZOMEPRAL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTERICO 2O mg (OMEPRAZOL),F-21447,LABORATORIO CHILE S.A.
995,Ulceras Gastricas y Reflujo Gastroesofágico,OMEPRAZOL,1.- Losec                      2.-Zocap,1.- Merck                           2.-Novartis,OMEPRAZOL CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO,F-21448,LABORATORIO CHILE S.A.
996,Ulceras Gastricas y Reflujo Gastroesofágico,PANTOPRAZOL,Pantozol,Nycommed Pharma,PANTOCAL COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO  40 mg,F-20679,LABORATORIOS EUROMED CHILE S.A.
