"Listado de productos Bioequivalentes, actualizado al 31 de Diciembre de 2015",,,,,,,
N°,Uso / Tratamiento,Principio Activo,Producto de referencia,Titular,Producto,Registro,Titular
889,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-20855,LABORATORIOS EUROMED CHILE S.A.
890,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 25 mg,F-20198,LABORATORIOS SAVAL S.A.
891,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 100 mg,F-20257,LABORATORIOS SAVAL S.A.
892,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 200 mg,F-20256,LABORATORIOS SAVAL S.A.
893,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 300 mg,F-20255,LABORATORIOS SAVAL S.A.
894,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 50 mg,F-20387,LABORATORIOS SAVAL S.A.
895,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS RECUBRIMIENTO DE LIBERACIÓN PROLONGADA 200 mg,F-20389,LABORATORIOS SAVAL S.A.
896,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,"QUETIUM XR COMPRIMIDOS DE LIBERACIÓN PROLONGADA
400 mg",F-20391,LABORATORIOS SAVAL S.A.
897,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 300 mg,F-20390,LABORATORIOS SAVAL S.A.
898,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,EUFRENIM COMPRIMIDOS RECUBIERTOS 100 mg,F-19312,NOVARTIS CHILE S.A.
899,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,EUFRENIM COMPRIMIDOS RECUBIERTOS 25 mg,F-19311,NOVARTIS CHILE S.A.
900,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QURAX 25 COMPRIMIDOS RECUBIERTOS 25 mg,F-21979,PHARMA INVESTI DE CHILE S.A.
901,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAZIC COMPRIMIDOS RECUBIERTOS 25 mg,F-15838,TECNOFARMA S.A.
902,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPYL COMPRIMIDOS RECUBIERTOS 2 mg,F-18839,AXON PHARMA SPA.
903,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPYL COMPRIMIDOS RECUBIERTOS 1 mg,F-18894,AXON PHARMA SPA.
904,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPYL COMPRIMIDOS RECUBIERTOS 3 mg,F-18840,AXON PHARMA SPA.
905,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,SPIRON COMPRIMIDOS RECUBIERTOS 2 mg,F-669,LABORATORIOS ANDRÓMACO S.A.
906,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,SPIRON COMPRIMIDOS RECUBIERTOS 3 mg,F-670,LABORATORIOS ANDRÓMACO S.A.
907,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPERIDONA COMPRIMIDOS RECUBIERTOS 3 mg,F-18014,LABORATORIOS ANDRÓMACO S.A.
908,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,SPIRON COMPRIMIDOS RECUBIERTOS 1 mg,F-668,LABORATORIOS ANDRÓMACO S.A.
909,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPERIDONA COMPRIMIDOS DE DISOLUCIÓN BUCAL 1 mg,F-20865,LABORATORIOS EUROMED CHILE S.A.
910,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPOLUX COMPRIMIDOS RECUBIERTOS 4 mg,F-19907,NOVARTIS CHILE S.A.
911,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-22358,ASCEND LABORATORIES SpA
912,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca,ESOMEPRAZOL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,F-22359,ASCEND LABORATORIES SpA
913,Ulceras Gastricas y Reflujo Gastroesofágico,ESOMEPRAZOL,Nexium,Astrazeneca,ESOMEPRAZOL COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 40 mg,F-20864,LABORATORIOS EUROMED CHILE S.A.
914,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,F-3932,LABORATORIO CHILE S.A.
915,Ulceras Gastricas y Reflujo Gastroesofágico,FAMOTIDINA,Famox,Aché,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,F-18679,OPKO CHILE S.A.
916,Ulceras Gastricas y Reflujo Gastroesofágico,OMEPRAZOL,1.- Losec             2.-Zocap,1.- Merck               2.-Novartis,ZOMEPRAL CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTERICO 2O mg (OMEPRAZOL),F-21447,LABORATORIO CHILE S.A.
917,Ulceras Gastricas y Reflujo Gastroesofágico,OMEPRAZOL,1.- Losec             2.-Zocap,1.- Merck               2.-Novartis,OMEPRAZOL CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO,F-21448,LABORATORIO CHILE S.A.
918,Ulceras Gastricas y Reflujo Gastroesofágico,PANTOPRAZOL,Pantozol,Nycommed Pharma,"PANTOCAL COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO
40 mg",F-20679,LABORATORIOS EUROMED CHILE S.A.
